traccia,y_Mano,y_predict5,y_predict6,y_predict1,y_predict7,y_predict0,y_predict2,y_predict3,y_predict4
1000111.IV.RAVA..EH,0,0.00802186,0.0060767387,0.007267091,0.009668367,0.009111334,0.004836359,0.0038821043,0.0058412924
1000111.IV.ROVR..HH,1,0.72691196,0.82159597,0.6676553,0.8659699,0.82809293,0.74397326,0.77956253,0.77163714
1000111.IV.T0820..EH,0,0.7143371,0.70180035,0.7333146,0.83018166,0.6720245,0.83441836,0.7152828,0.74485457
1000111.IV.T0821..EH,1,0.9980292,0.99893814,0.9979997,0.99882907,0.998439,0.9989122,0.99831957,0.99858
1000111.IV.TEOL..HH,0,0.002475126,0.0025744187,0.0022560894,0.0038917013,0.0028165728,0.001924114,0.0013797383,0.0026362399
1000611.IV.RAVA..EH,0,0.012515969,0.0069624763,0.012271026,0.011451433,0.0070599136,0.0046057603,0.0052819676,0.0047800783
1000631.IV.RAVA..EH,0,0.00767505,0.016740063,0.0107073365,0.0061276867,0.006337537,0.005726349,0.0046769963,0.0029859703
1000631.IV.T0822..EH,1,0.9863505,0.95999444,0.97530293,0.9812618,0.9462478,0.97178864,0.94588846,0.9776673
1000631.IV.T0825..EH,1,0.93557596,0.9235763,0.85321736,0.96236473,0.9633368,0.8997379,0.93663853,0.92333275
1000741.IV.RAVA..EH,0,0.0026333653,0.0032334342,0.0032887487,0.0038777275,0.0018922169,0.0013749453,0.0014559189,0.0016458726
1000801.IV.RAVA..EH,0,0.003948089,0.0045839115,0.0050052665,0.0037485,0.0026542596,0.0018307101,0.0025205705,0.0022359863
1001281.IV.RAVA..EH,0,0.008766391,0.0086001735,0.0084497845,0.007423578,0.002256315,0.0055504013,0.0046736435,0.003665664
1001761.IV.NOVE..EH,0,0.036510043,0.025992539,0.032258056,0.032057777,0.028571859,0.026559178,0.030614965,0.023542814
1001761.IV.T0800..HH,1,0.9623847,0.975317,0.93110937,0.9816269,0.9792899,0.9400921,0.9486141,0.9644293
1001991.IV.T0822..EH,1,0.9868541,0.98931676,0.9811273,0.9922999,0.98734355,0.97808707,0.98010486,0.99373156
1002471.IV.ERBM..EH,0,0.0716027,0.049233463,0.09742533,0.056385797,0.065232724,0.057969276,0.069280006,0.07658937
1002471.IV.RAVA..EH,1,0.9971301,0.9974132,0.9959292,0.99742115,0.99773204,0.99453557,0.9960974,0.9973375
1002471.IV.T0800..HH,1,0.99057895,0.994208,0.98748803,0.9959849,0.9945803,0.99050975,0.99303174,0.99495244
1002471.IV.T0819..EH,0,0.015037967,0.018848065,0.011387769,0.013189347,0.01094162,0.007799277,0.00905425,0.0063490327
1002471.IV.ZCCA..HH,0,0.02758148,0.02039929,0.03715175,0.03555451,0.025712632,0.0354262,0.020871388,0.017757628
1002751.IV.MAGA..HH,1,0.7417418,0.81257653,0.76567847,0.89238006,0.84939027,0.7796138,0.82086074,0.8196236
1002751.IV.ROVR..HH,0,0.12334647,0.12012919,0.12701942,0.091991134,0.079380065,0.10603762,0.13513938,0.060407218
1004351.IV.ASQU..HH,1,0.99407804,0.9932769,0.9914642,0.99365646,0.9923568,0.99146944,0.9893957,0.9903116
1004351.IV.BDI..HH,0,0.0052681337,0.0060834214,0.0064766556,0.0077660903,0.0035667007,0.0021876167,0.002326299,0.0024259917
1004351.IV.CRMI..HH,0,0.0052134814,0.00702455,0.004821949,0.009316189,0.004822238,0.0048610284,0.0027701515,0.006658916
1004351.IV.PLMA..HH,0,0.11738865,0.11787101,0.18951656,0.17258415,0.1259665,0.09361776,0.109018914,0.11191396
1004351.GU.POPM..HH,0,0.053605605,0.018054742,0.018164571,0.029262094,0.015031365,0.0120859835,0.010804129,0.021028617
1004351.MN.VLC..HH,0,0.05955228,0.12329084,0.058676183,0.13193223,0.11117588,0.045569494,0.09545125,0.07103085
1004511.IV.NOVE..EH,0,0.024659583,0.03155345,0.022138035,0.027842259,0.024737641,0.016703185,0.026295085,0.013004837
1004511.IV.RAVA..EH,0,0.0040105353,0.0047386712,0.0062652812,0.002090001,0.0066735884,0.0036864954,0.0045819106,0.00492538
1004511.IV.T0819..EH,1,0.92628795,0.89731425,0.929984,0.9569846,0.84857076,0.95078665,0.930709,0.8757513
1004511.IV.T0822..EH,1,0.9858897,0.9906658,0.9800079,0.9883812,0.9796305,0.98669565,0.9884438,0.98981935
1004511.IV.T0825..EH,0,0.008236596,0.006471643,0.013993622,0.007573889,0.00842674,0.008268501,0.008058365,0.0048949425
1005551.IV.RAVA..EH,1,0.98489815,0.9901696,0.9853314,0.98595387,0.97839683,0.98586464,0.98737293,0.9925075
1006731.IV.MAGA..HH,0,0.20815657,0.15792376,0.17476222,0.12301039,0.08755883,0.14714155,0.089192875,0.10581971
1006731.IV.NOVE..EH,1,0.99847823,0.99797076,0.99735934,0.998461,0.99763405,0.9972698,0.9977685,0.9980605
1006731.GU.POPM..HH,0,0.11326904,0.071513996,0.08603654,0.0882245,0.03175116,0.07848285,0.066451505,0.056577627
1006731.IV.RAVA..EH,0,0.84572434,0.36382726,0.5008252,0.63247937,0.53304636,0.7235884,0.53890985,0.6026451
1006731.IV.ROVR..HH,1,0.8308161,0.7259331,0.7299881,0.83300406,0.8983809,0.8289628,0.7915154,0.8250932
1006731.IV.T0800..HH,0,0.22747232,0.18535128,0.11686646,0.13790448,0.12833755,0.1577715,0.17428392,0.059076995
1007041.IV.T0800..HH,1,0.9954438,0.9924528,0.99216664,0.994204,0.9906882,0.99452823,0.9921361,0.99288803
1008571.IV.T0819..EH,1,0.9954484,0.9915735,0.99190617,0.9955403,0.99451506,0.99266064,0.9929509,0.99067944
