traccia,y_Mano,y_predict,delta
1000111.IV.RAVA..EH,0,0.008317095,0.00831709522753954
1000111.IV.ROVR..HH,1,0.9473518,0.052648186683654785
1000111.IV.T0821..EH,1,0.9990055,0.0009945034980773926
1000111.IV.TEOL..HH,0,0.001754262,0.0017542620189487934
1000611.IV.RAVA..EH,0,0.0009965274,0.0009965273784473538
1000631.IV.RAVA..EH,0,0.0042489846,0.00424898462370038
1000631.IV.T0822..EH,1,0.9970734,0.0029265880584716797
1000631.IV.T0825..EH,1,0.9863304,0.013669610023498535
1000741.IV.RAVA..EH,0,0.0004976798,0.0004976798081770539
1000801.IV.RAVA..EH,0,0.00093338446,0.0009333844645880163
1001281.IV.RAVA..EH,0,0.0009807158,0.0009807158494368196
1001761.IV.NOVE..EH,0,0.013323612,0.013323611579835415
1001761.IV.T0800..HH,1,0.9950812,0.004918813705444336
1001991.IV.T0822..EH,1,0.99818987,0.0018101334571838379
1002471.IV.ERBM..EH,0,0.0075991135,0.007599113509058952
1002471.IV.RAVA..EH,1,0.99818486,0.0018151402473449707
1002471.IV.T0819..EH,0,0.002129895,0.0021298949141055346
1002471.IV.ZCCA..HH,0,0.0041645984,0.004164598416537046
1002751.IV.MAGA..HH,1,0.9813976,0.018602371215820312
1004351.IV.ASQU..HH,1,0.98565525,0.014344751834869385
1004351.IV.BDI..HH,0,0.0012947237,0.0012947237119078636
1004351.IV.CRMI..HH,0,0.0028312034,0.0028312033973634243
1004351.IV.PLMA..HH,0,0.007507567,0.007507566828280687
1004351.GU.POPM..HH,0,0.05671144,0.05671143904328346
1004351.MN.VLC..HH,0,0.1214983,0.12149830162525177
1004511.IV.RAVA..EH,0,0.00058622845,0.0005862284451723099
1004511.IV.T0822..EH,1,0.99939823,0.0006017684936523438
1004511.IV.T0825..EH,0,0.0038641656,0.0038641656283289194
1005551.IV.RAVA..EH,1,0.9915837,0.008416295051574707
1006731.IV.MAGA..HH,0,0.028276492,0.028276491910219193
1006731.IV.NOVE..EH,1,0.99930096,0.0006990432739257812
1006731.IV.RAVA..EH,0,0.042443626,0.04244362562894821
1006731.IV.ROVR..HH,1,0.995401,0.00459897518157959
1006731.IV.T0800..HH,0,0.18459558,0.18459558486938477
1007041.IV.T0800..HH,1,0.99936575,0.0006342530250549316
1008571.IV.T0819..EH,1,0.9970798,0.002920210361480713
1008851.IV.T0822..EH,0,0.004863086,0.0048630861565470695
1009261.IV.RAVA..EH,0,0.012210198,0.012210197746753693
1009261.IV.T0800..HH,0,0.010404254,0.01040425430983305
1009261.IV.T0821..EH,0,0.002042104,0.00204210402444005
1009261.IV.ZCCA..HH,1,0.9961356,0.0038644075393676758
1009711.IV.NOVE..EH,0,0.0009953784,0.000995378359220922
1009711.IV.T0825..EH,1,0.9921795,0.007820487022399902
1011691.IV.MSSA..HH,0,0.011400016,0.011400016024708748
1011691.IV.PLMA..HH,1,0.9826167,0.017383277416229248
1011691.MN.VLC..HH,0,0.012426406,0.012426406145095825
1012001.IV.RAVA..EH,0,0.00047286865,0.00047286864719353616
1014971.IV.RAVA..EH,0,0.0067881024,0.0067881024442613125
1015021.IV.RAVA..EH,0,0.00091691583,0.0009169158292934299
1015641.IV.T0819..EH,1,0.997879,0.0021209716796875
1015721.IV.ATMC..EH,1,0.9975575,0.002442479133605957
1015721.IV.ATVA..EH,1,0.9950566,0.004943370819091797
1015721.IV.SSP9..EH,0,0.0072063967,0.0072063966654241085
1015891.IV.ATMC..EH,0,0.013325117,0.013325116597115993
1015891.IV.SSP9..EH,0,0.004623837,0.00462383683770895
1015931.IV.FROS..HH,1,0.99932444,0.0006755590438842773
1018091.IV.RAVA..EH,0,0.0008747848,0.0008747847750782967
1018161.IV.RAVA..EH,0,0.0022303022,0.002230302197858691
1019451.IV.T0822..EH,1,0.9740581,0.025941908359527588
1024461.IV.ARCI..HH,0,0.011576239,0.01157623901963234
1024461.IV.ATVO..HH,1,0.9907939,0.009206116199493408
1024461.IV.CAFI..HH,1,0.99416095,0.005839049816131592
1024461.IV.CRE..HH,1,0.99651766,0.003482341766357422
1024461.IV.FROS..HH,1,0.9991167,0.0008832812309265137
1024461.IV.PARC..HH,1,0.9936272,0.006372809410095215
1025071.IV.T0825..EH,0,0.006098819,0.006098818965256214
10253491.IV.BDI..HH,1,0.99863225,0.0013677477836608887
10253491.IV.MPPT..EH,1,0.9567692,0.04323077201843262
10253491.IV.MTCR..EH,1,0.99915385,0.0008461475372314453
1028501.IV.RAVA..EH,0,0.0029991483,0.0029991483315825462
10298611.GU.GRAM..HH,1,0.9984675,0.0015324950218200684
10299001.GU.EQUI..HH,0,0.0039077103,0.003907710313796997
10299001.GU.GRAM..HH,1,0.9992478,0.0007522106170654297
10299341.GU.GRAM..HH,1,0.998672,0.0013279914855957031
10299341.IV.MSSA..HH,1,0.9980787,0.0019212961196899414
10299721.GU.GRAM..HH,1,0.99859625,0.0014037489891052246
