traccia,y_Mano,y_predict,delta
1000111.IV.RAVA..EH,0,0.004730405,0.004730404820293188
1000111.IV.ROVR..HH,1,0.9707398,0.029260218143463135
1000111.IV.T0820..EH,0,0.9935143,0.9935142993927002
1000111.IV.T0821..EH,1,0.9994123,0.0005877017974853516
1000111.IV.TEOL..HH,0,0.0045721126,0.004572112578898668
1000611.IV.RAVA..EH,0,0.0024207053,0.0024207052774727345
1000631.IV.RAVA..EH,0,0.002805922,0.002805921947583556
1000631.IV.T0822..EH,1,0.9994929,0.0005071163177490234
1000631.IV.T0825..EH,1,0.9441997,0.05580031871795654
1000741.IV.RAVA..EH,0,0.0015888142,0.0015888141933828592
1000801.IV.RAVA..EH,0,0.0023636129,0.002363612875342369
1001281.IV.RAVA..EH,0,0.0039243368,0.00392433675006032
1001761.IV.NOVE..EH,0,0.006004316,0.006004315800964832
1001761.IV.T0800..HH,1,0.99322224,0.006777763366699219
1001991.IV.T0822..EH,1,0.9980021,0.0019978880882263184
1002471.IV.ERBM..EH,0,0.0017155258,0.0017155257519334555
1002471.IV.RAVA..EH,1,0.9973079,0.002692103385925293
1002471.IV.T0800..HH,1,0.9990859,0.0009140968322753906
1002471.IV.T0819..EH,0,0.0027258329,0.002725832862779498
1002471.IV.ZCCA..HH,0,0.0005269274,0.0005269274115562439
1002751.IV.MAGA..HH,1,0.9825271,0.017472922801971436
1002751.IV.ROVR..HH,0,0.13483281,0.13483281433582306
1004351.IV.ASQU..HH,1,0.9903128,0.009687185287475586
1004351.IV.BDI..HH,0,0.0011105721,0.0011105721350759268
1004351.IV.CRMI..HH,0,0.0040466185,0.004046618472784758
1004351.IV.PLMA..HH,0,0.003815315,0.0038153149653226137
1004351.GU.POPM..HH,0,0.023978084,0.023978084325790405
1004351.MN.VLC..HH,0,0.19147432,0.1914743185043335
1004511.IV.NOVE..EH,0,0.0012003388,0.001200338825583458
1004511.IV.RAVA..EH,0,0.001084152,0.0010841520270332694
1004511.IV.T0819..EH,1,0.9188107,0.08118927478790283
1004511.IV.T0822..EH,1,0.99919826,0.0008017420768737793
1004511.IV.T0825..EH,0,0.00792727,0.00792726967483759
1005551.IV.RAVA..EH,1,0.9958605,0.0041394829750061035
1006731.IV.MAGA..HH,0,0.04659198,0.04659197852015495
1006731.IV.NOVE..EH,1,0.99958915,0.0004108548164367676
1006731.GU.POPM..HH,0,0.004192257,0.004192256834357977
1006731.IV.RAVA..EH,0,0.0032452291,0.003245229134336114
1006731.IV.ROVR..HH,1,0.9932334,0.006766617298126221
1006731.IV.T0800..HH,0,0.11462909,0.11462908983230591
1007041.IV.T0800..HH,1,0.99926144,0.0007385611534118652
